"incidentid","statusid","flowstatusid","assignmentgroupid","summarydescription","incidentdescription","impactid","priorityid","categoryid","assignedusercode","opendate","closedate","startdate","solutiondescription","requesttypeid","calltypeid","solutionmethod","username","definitioncategoryid","definitioncategorypath"
1301611,"14",NULL,5768,"Avukatlara gönderilen maillerin sisteme takılması hk.","Merhaba, Servisimiz iş süreçleri gereği sürekli olarak anlaşmalı avukatlarımız(sözleşmeli hukuk büroları) ile mailleşmeler yapmaktadır. Atılan maillerde sözleşmeler, protokoller ve evraklar ekte bulunmaktadır. Ancak son dönemde avukatlarımıza mail göndermek istediğimizde sürekli olarak hata almaktayız veya politika ihlal edildi şeklinde mailler gelmektedir. İşlemlerimiz aksamaktadır, konuyla alakalı olarak ivedi yardımcı olabilir misiniz? Teşekkürler.
Avukatla imzalanan sözleşmeler divittedir.","2","4",18271,"hatasoy","2026-01-09 11:19:46.607","2026-01-09 11:19:59.297","2026-01-09 08:25:41.683","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301566,"14",NULL,5768,"Mail gönderimi","Merhaba;
fatihunlu@solkatekstil.com ilgili maile müşterinin poliçeleriini iletmeye çalışıyoruz. Ancak sistem engelliyor. İletebileceğimiz başka bir mail de mevcut değil. Gönderim için yardımlarınızı rica ederiz.","2","4",18271,"hatasoy","2026-01-09 11:18:01.11","2026-01-09 11:18:16.127","2026-01-08 17:30:12.507","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301559,"14",NULL,5768,"elazığ belediyesi","elazığ belediyesi 2025 yılı hesap ekstresi göndermek istiyoruz . yardımlarınızı talep ederiz","2","4",18271,"hatasoy","2026-01-09 11:16:09.95","2026-01-09 11:16:40.627","2026-01-08 17:04:22.747","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301543,"14",NULL,5768,"ilk n müşteri raporu istisna talebi","merhaba, rasyo döneminden kaynaklı ilk n müşteri tanımlama raporunu çıktı almak istemekteyiz, ilgili konu hususunda istisna talep ederiz.","2","4",18271,"absaglam","2026-01-09 09:39:57.157","2026-01-09 10:16:06.317","2026-01-08 16:37:30.613","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint","10","3","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint","absaglam",NULL,NULL
1299560,"14",NULL,5768,"Mail izne","Merhaba, aşağıda bulunan mail adresine işe yeni başlayan arkadaşlarımızın sağlık taramaları için kimlik numaraları bulunan excel listesinin atılması için izin verilmesini rica ederiz. 
onur@birimlaboratuvari.com","3","4",18271,"hatasoy","2026-01-09 09:24:26.433","2026-01-09 09:25:29.557","2026-01-05 13:41:44.807","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301418,"14",NULL,5768,"Ensar Vakfı ile rapor paylaşımı hk.","Merhabalar, 

Ensar Vakfı ile okul garantili bir OTS anlaşması yaptığımız için, veli gün sorgulaması dolduğunda ve veli tarafından tahsilat gerçekleştirilmediğinde tutarı, okuldan geri tahsil etmekteyiz. Vakıf bu veriye kendisi ulaşamamaktadır. Bizim paylaşım yapmamız gerekmektedir. Mail üzerinden bu gecikmiş ödemesi olan öğrencileri vakıf ile paylaşmam gerekiyor. Ancak hassas veri engeline takılmaktadır. 

Mailin iletilmesi konusunda desteğinizi rica ederim. 

Mail saati: 11:31 
Mailin gönderildiği kişi : Ahmet Taş(ensar vakfı mali işler uzmanı)","2","4",18271,"absaglam","2026-01-09 09:17:55.513","2026-01-09 09:38:54.153","2026-01-08 13:43:04.3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","absaglam",NULL,NULL
1300894,"14",NULL,5768,"Yıllık mutabakat maillerinin serbest bırakılması hakkında","Merhaba

dokümanlarda yer alan 20 adet mail veri korumaya takılmıştır. Serbest bırakılması adına değerli yardımlarınız rica olunur.

iyi çalışmalar.","2","4",18271,"scakici","2026-01-08 16:24:23.833","2026-01-08 16:50:35.727","2026-01-07 14:06:48.843","Mailiniz serbest bırakılmıştır. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz serbest bırakılmıştır. Tekrar göndermenize gerek yoktur.","scakici",NULL,NULL
1301467,"14",NULL,5768,"İpotek için yazışma","S.a İpotek için Halkbankası portföy etkilisi ile yazışma yapılacaktır. Yardımlarınızı rica ederiz.","2","4",18271,"hatasoy","2026-01-08 16:15:59.693","2026-01-08 16:16:13.687","2026-01-08 14:43:35.737","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301461,"14",NULL,5768,"İmzalı Hesap Ekstresi Gönderilmesi Hk.","Merhaba,

1002477 nolu özel müşterimiz hesap ekstresini imzalı bir şekilde sistemde kayıtlı mail adresine gönderilmesini talep etmektedir. Kişisel veri olması nedeniyle gönderilememektedir. Sistemde kayıtlı olan zalshilie@yahoo.com mail adresine taranmış hesap ekstresinin gönderilmesi için tanımlama yapılmasını talep ederim.","2","4",18271,"hatasoy","2026-01-08 16:13:04.237","2026-01-08 16:56:34.21","2026-01-08 14:34:58.287","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301426,"14",NULL,5768,"sağlık raporu yazdırma","merhaba ilgili sağlık raporunu yazdırmak istediğimde hata alıyorum.İstisna tanımlama için yardımınızı rica ederim.","2","4",18271,"hatasoy","2026-01-08 15:43:09.027","2026-01-08 15:45:38.02","2026-01-08 14:01:16.3","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint","10","3","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint","hatasoy",NULL,NULL
1301376,"14",NULL,5768,"hasas veri uyarısı","merhaba çalışmakta olduğumuz iki firmamıza 31.12.2025 tarihli kaşe imzalı mutabakat formuyla birlikte imza sirküleride istenmektedir. Fakat hasas veri ayrıısına  takıldığı için iletilememktedir. konu ile ilgili yardımlarınız rica olunur.","2","4",18271,"hatasoy","2026-01-08 14:40:21.663","2026-01-08 14:40:33.087","2026-01-08 12:07:37.877","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301375,"14",NULL,5768,"İş güvenliği evrk. hk.","İş güvenliği evrakların imzalı nüshalarını mail olarak talep etmiş olup, ilgili evraklar sisteme takılmıştır,

Bu hususta yardımlarınızı talep ederiz.","2","4",18271,"hatasoy","2026-01-08 14:30:02.847","2026-01-08 14:34:14.637","2026-01-08 12:11:39.28","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301370,"14",NULL,5768,"SİGROTA POLİÇELERİ VE EGM NUMARALARI HAKKINDA","Merhaba müşterize 3 adet tog araç alınmıştır. kasko poliçeleri ve ruhsat işlemleri için egm numaraları atılmıştır ancak veri korumaya takılmıştır. desteklerinizi arz ederiz.","2","4",18271,"hatasoy","2026-01-08 14:26:58.143","2026-01-08 14:27:23.14","2026-01-08 12:08:37.48","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301293,"14",NULL,5768,"TCKN verisinden Dolayı Yazıcı hatası","Merhaba,  
Giden Sermaye Transfer işlemlerinin çıktısının alınıp raporlama  yapılması gerekiyor ancak yazıcıya belge gönderdiğimde '' TCKN Verisi Paylaşımı - Güvenlik Bilgilendirmesi '' hatası alıyorum . 
İstisna tanımlamasının yapılmasını rica ederim. 
İyi çalışmalar.","2","4",18271,"hatasoy","2026-01-08 11:57:54.867","2026-01-08 14:05:51.043","2026-01-08 10:56:42.567","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint","10","3","Merhaba,
Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint","hatasoy",NULL,NULL
1301305,"14",NULL,5768,"Veri Koruma Sistemi İstisna Tanımlama hk","Merhaba,

Katılım sağlık ekranlarına kayıt açmak için ekli mail gönderilmesi ihtiyaç hasıl olmuştur.","2","4",18271,"hatasoy","2026-01-08 11:57:21.023","2026-01-08 11:57:32.897","2026-01-08 11:05:57.027","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301277,"14",NULL,5768,"yetki verilmesi hk.","merhaba,

müşteriye iletmemiz gereken maili iletemiyoruz yardımlarınızı rica ederim.","2","4",18271,"hatasoy","2026-01-08 11:55:08.27","2026-01-08 11:55:23.797","2026-01-08 10:40:49.24","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301259,"14",NULL,5768,"mail istisna tanımlama hk","merhaba, 6058054 DEBATEKS TEKSTİL müşterimiz Deniz Bey in dkaratas@debateks.com mail adresine ödeme protokolü gönderdik, mail veri koruma sistemine takıldı, mailin iletilmesi için istisna tanımlanmasını rica ederiz","2","4",18271,"hatasoy","2026-01-08 11:49:27.123","2026-01-08 11:49:47.073","2026-01-08 10:27:57.107","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301253,"14",NULL,5768,"veri kısıt kaldırma","merhaba 
sene sonu mutabakatları için çıktı almam gerekiyor. gks , ipotek listesi vs. ancak kısıt oldugundan yazıcıya gönderemiyorum . konu hakkında yardımcı olabilir misiniz","2","4",21474,"hatasoy","2026-01-08 11:47:57.593","2026-01-08 11:50:25.03","2026-01-08 10:25:38.733","Kullanıcı geri dönüşü sonrasında mercek talebi kapatılmıştır.","10","3","Kullanıcı geri dönüşü sonrasında mercek talebi kapatılmıştır.","hatasoy",NULL,NULL
1301247,"14",NULL,5768,"ACİLDİR...","merhabalar,

ilgili kısıtlanan mailimi serbest bırakmanızı rica eder kolaylıklar dilerim



Çok hassas verileri 2026-01-08 10:19:32 tarihinde mguler@moneygram.com, DValerio@moneygram.com, BEroglu@moneygram.com, muhammet.uregil@architecht.com adresine göndermek istediniz. 
Göndermek istediğiniz dosya Veri Koruma Sistemi tarafından çok hassas veri kategorisinde sınıflandırıldığı için engellenmiştir.

Kuveyt Türk Veri Güvenliği Ekibi","2","4",18271,"hatasoy","2026-01-08 11:47:15.593","2026-01-08 11:47:31.19","2026-01-08 10:20:14.367","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301308,"14",NULL,5768,"mail gönderimi hkkında","Sayın Ahmet Kuru / Kuveyt Türk - Tavukçuyolu Ticari Şubesi,

Kuveyt Türk müşterilerine ait hesap ekstresi dosyasının 2026-01-08 11:08:14 tarihinde erkan.aydin@oksid.com.tr adresine göndermek istediniz. Bu mailiniz Bilgi Güvenliği Politikaları gereğince engellenmiştir. Hesap ekstresini akıştan çıkartarak gönderim işlemini yeniden deneyebilirsiniz.

Hesap ektresi paylaşımı müşterinin BOA'da kayıtlı olan mail adresine sadece BOA üzerinden gönderilebilmektedir. BOA üzerinden iletilen mailin müşteriye ulaşmadığı durumda ilgili mail adresinin müşteri tarafından aktif olarak kullanıp kullanılmadığını teyit ediniz. 

Müşteriye ait hesap ekstresinin iş bilgisayarındaki mail uygulaması üzerinden gönderilmesi gerekliyse BT Mercek Talep – Çağrı Oluştur ekranından “Yetki ve Erişim Talepleri > Veri Koruma Sistemi İstisna Tanımlama” kategorisinden çağrı oluşturabilirsiniz.

Kuveyt Türk Veri Güvenliği Ekibi


Bağımsız denetim için imzalı talep edilmiştir. desteklerinizi rica ederiz.","2","4",18271,"hatasoy","2026-01-08 11:45:54.537","2026-01-08 11:46:09.347","2026-01-08 11:09:19.433","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301233,"14",NULL,5768,"swift pdf gönderimi veri kouruma hatası","Merhaba müşteirmize transfer swiftlerini pdf olarka isteidği için pdf olarak mail atmak istediğimzide veri korumaya takılıyor.Bizim için önemli bir husus olup yardımlarınızı talep ederiz.","2","4",18271,"hatasoy","2026-01-08 11:44:53.497","2026-01-08 11:53:10.14","2026-01-08 10:07:43.443","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301231,"14",NULL,5768,"Ensar Vakfı ile iade dekont listesini paylaşamamamız hk.","Merhaba,

Ensar Vakfı ile okul garantili anlaşma yaptığımız için, veli gün sorgulama gün sayısı geçtiğinde eğer veli ödeme yapmadıysa ots tutarlarını okuldan geri tahsil ediyoruz. Ancak okulun bunu takip edebileceği bir veri bulunmamaktadır. Bu nedenle listeyi ve listedeki öğrencilerin bilgilerini paylaşmamız gerekmektedir. 

Mailin iletilebilmesini rica ederim.

İyi çalışmalar.","2","4",18271,"hatasoy","2026-01-08 11:43:31.183","2026-01-08 11:51:43.69","2026-01-08 10:02:54.037","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301230,"14",NULL,5768,"Mutabakat maillerinin veri korumaya takılması hakkında","Merhaba

dokümanlarda yer alan 6 adet mutabakat maili veri korumaya takılmıştır. serbest bırakılması rica olunur.

iyi çalışmalar.","2","4",18271,"hatasoy","2026-01-08 11:40:00.847","2026-01-09 15:38:06.03","2026-01-08 10:04:50.117","Kullanıcıdan alınan geri dönüş sonrasında denetim faaliyetleri kapsamında ilgili firmalara mail iletimi iş süreçleri kapsamında değerlendirilmiştir mailler bu doğrultuda iletilmiştir.","10","3","Kullanıcıdan alınan geri dönüş sonrasında denetim faaliyetleri kapsamında ilgili firmalara mail iletimi iş süreçleri kapsamında değerlendirilmiştir mailler bu doğrultuda iletilmiştir.","hatasoy",NULL,NULL
1301221,"14",NULL,5768,"veri kporuma sistemi","Merhaba ;
94502319 müşterimiz sene başından itibaren cebim pos yapılan işlemler raporunu excel formatında istemiştir.Fakat göndermek istediğimiz veri güvenlik koruma sistemine takılıyor.yardımlarınızı rica ederim.","2","4",18271,"hatasoy","2026-01-08 11:35:04.113","2026-01-08 11:35:18.557","2026-01-08 09:56:03.697","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301216,"14",NULL,5768,"Dosya Paylaşımı Hk","Merhaba, Güvenlik görevlilerimiz zorunlu eğitimlerinde anlaşmalı olduğumuz tedarikçi firmamız Akademi Güvenlik Eğitimi'ne ekteki excel dosyasını mail yoluyla göndermek için yetki talep etmekteyim. Yardımlarınızı rica ederim.","2","4",18271,"hatasoy","2026-01-08 11:32:17.837","2026-01-08 11:34:38.577","2026-01-08 09:53:28.847","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1301318,"14",NULL,5768,"Mail serbest bırakılması hk.","Merhaba

Müşteriye proje evrakları iletilmek istenilkdiğinde formlardaki iban kyanklı hasas veri uyarısı vermektedir.Desteklerinizi rica ederiz.","2","4",18271,"hatasoy","2026-01-08 11:28:11.707","2026-01-08 11:28:52.203","2026-01-08 11:13:54.093","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1299059,"14",NULL,5768,"[Aciklama kismindaki sunuculariniz restart beklemektedir. En kısa zamanda planlı bir şekilde sunucuyu restart ediniz.]","[SRVSECGFTP
]","2","3",21474,"scakici","2026-01-08 10:19:54.13","2026-01-23 12:21:42.277",NULL,"İşlem tamamlanmıştır.","10","5","İşlem tamamlanmıştır.","scakici",NULL,NULL
1300904,"14",NULL,5768,"mail gönderimi","merhaba denetim ekibinin istediği çalışma için kendilerine excel gönderiyorum fakat veri güvenliğine takılmaktadır. Müşteri özel bilgisi veya kurum özel bilgisi vs herhangi bir durum söz konusu değildir. son attığım maile izin verilmesini rica ederim.

iyi çalışmalar","2","4",18271,"scakici","2026-01-08 10:00:55.313","2026-01-08 10:00:49.403","2026-01-07 14:23:16.28","Mailiniz serbest bırakılmıştır. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz serbest bırakılmıştır. Tekrar göndermenize gerek yoktur.","scakici",NULL,NULL
1300882,"14",NULL,5768,"Mail Gönderimi Serbest Bırakılması","Merhaba,


muhasebem34@gmail.com adresine iştiraklerimizin fatura ve belgelerini iletmemiz gerekmektedir, veri korumaya takıldığından acil desteklerinizi talep ederiz. Üst yönetim mali tabloların oluşturulmasını beklemektedir.","2","4",18271,"scakici","2026-01-08 09:56:34.693","2026-01-08 09:56:33.527","2026-01-07 13:50:26.84","Mailiniz serbest bırakılmıştır. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz serbest bırakılmıştır. Tekrar göndermenize gerek yoktur.","scakici",NULL,NULL
1301160,"14",NULL,5768,"mutabakat sayım hakkında","mutabakat sayım için temınat lıstesı çıktı alınacaktır.","2","4",18271,"scakici","2026-01-08 09:55:41.343","2026-01-08 11:05:11.347","2026-01-08 09:13:31.183","Aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı dener misiniz?
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint#dlp-ajani-nasil-guncellenir","10","3","Talep ettiğiniz dosya/rapor  hassas veri içermektedir. Bu verilerin çıktı alınması, paylaşılması veya fiziksel ortamda saklanması durumunda sorumluluk veri çıktısını alan kişiye aittir.

Lütfen işlemi gerçekleştirmeden önce çıktı alınmasının gerçekten elzem olup olmadığını değerlendirerek ihtiyaç hakkında daha detaylı bilgi iletiniz. 

Çıktı alma işlemine devam etmek istiyorsanız, veri güvenliği konusundaki sorumluluğun tarafınıza ait olduğunu teyit etmiş sayılırsınız.","scakici",NULL,NULL
1300963,"14",NULL,5768,"Maskesiz Veri Kullanımı Vergi Numarası Verisi","Merhaba, JupyterLab üzerinde leasing yeni müşteri modeli çalışması yapmaktayım. Veri nimet plus eğitim projesidir. Aynı zamanda leasing takımı için çıktı oluşturacaktır. Model çalışması yapabilmek adına veri yüklemem gerekiyor. Yüklediğim veride herhangi bir TCKN/VKN verisi olmamasına rağmen yükleme yapamıyorum. 
KTVERIBILIMCI adıyla eğitim için oluşturulmuş ortam ve localde yüklü olan anaconda üzerinde denedim. İkisinde de aynı uyarıyı aldım.
Konuyla ilgili yardımlarınızı rica ederim.","2","4",18271,"scakici","2026-01-08 09:25:34.3","2026-01-22 15:04:14.613","2026-01-07 15:20:04.883","İşleme gerek kalmamıştır.","10","3","İşleme gerek kalmamıştır.","scakici",NULL,NULL
1300995,"14",NULL,5768,"Veri Koruma Sistemi İstisna Tanımlama talebi hk","Merhaba,

katılım sağlık uygulamasına giriş yapmak için tarama yaptığım pdf belgeleri mail atmamı sistem engelliyor, yardım arz rica ederim.","2","4",18271,"scakici","2026-01-08 09:21:56.953","2026-01-08 09:21:56.117","2026-01-07 15:58:46.29","Mailiniz serbest bırakılmıştır. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz serbest bırakılmıştır. Tekrar göndermenize gerek yoktur.","scakici",NULL,NULL
1301041,"14",NULL,5768,"Outloot hatası hk.","Outlookda gelen e postayı toplantı (hatırlatma olarak) girmek istediğimde kuruluşunuz bu öğeyi etiketlemenizi istiyor uyarısı çıkmaya başlamıştır. Uyarı görüntüsü ektedir. Yardımcı olabilir misiniz?","3","4",21474,"hatasoy","2026-01-08 08:17:53.773","2026-01-26 10:49:03.55","2026-01-07 17:24:02.06","Merhabalar,

Toplantı oluştururken Ayrıntılar bölümünde sağ üstte bulunan duyarlılık alanından veri sınıfını seçmeniz gerekmektedir. Bu doğrultuda toplantı oluşturması gerçekleştirilecektir.","10","3","Merhabalar,

Toplantı oluştururken Ayrıntılar bölümünde sağ üstte bulunan duyarlılık alanından veri sınıfını seçmeniz gerekmektedir. Bu doğrultuda toplantı oluşturması gerçekleştirilecektir.","hatasoy",NULL,NULL
1300993,"14",NULL,5768,"USB Erişim İzni Hk.","Merhabalar,

TradePlus ekibine Product Owner olarak atandım. Test telefonu cihazını USB ile PC'ye bağlanıp TradePlus uygulaması üzerinden sunum yapmak istiyorum. Test cihazını USB ile PC'ye bağlayınca Symantec Endpoint Protection - Disable device yapıyor erişim için yardımcı olur musunuz ?","3","4",18271,"scakici","2026-01-07 16:39:18.787","2026-01-09 15:52:45.507","2026-01-07 15:34:42.617","Merhaba, 

Uygun değildir.","10","3","Merhaba, 

Uygun değildir.","scakici",NULL,NULL
1300951,"14",NULL,5768,"Acildir! Hesap Ektresi Paylaşım Hatası Hk.","Merhaba,

Moneygram firmasına gönderdiğim bir mail sebebiyle divite koyduğum maili almaktayım. Mail ekinde herhangi bir ekstre ya da müşteri verisi yer almamaktadır. Çalıştığımız bir firma olması sebebiyle tarafımızdan bazı belge talepleri olmuştur ve buna istinaden belge iletilmektedir. Fakat sürekli veri uyarı hatası almam sebebiyle mail gönderememekteyim. Konu ile ilgili bizden dönüş bekliyorlar. İş akışımızın aksamaması için konu ile ilgili ivedi yardımlarınızı beklemekteyim.","2","4",18271,"hatasoy","2026-01-07 15:26:40.853","2026-01-07 15:27:04.603","2026-01-07 15:05:06.267","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1300884,"14",NULL,5768,"yıl sonu mutabakat ve ekstre gönderimleri hk.","Merhaba ; kurumsal şube yıl sonu mutabakat ve ekstre gönderimi konusunda aşağıdaki mail adreslerine istisna tanımlanmasını talep ederiz. 
'fatih.ozkan@klvgroup.com ''s.basalan@karardenetim.com.tr'","2","4",18271,"hatasoy","2026-01-07 15:23:34.703","2026-01-07 15:23:49.857","2026-01-07 13:55:26.067","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1300682,"14",NULL,5768,"MAİL HAKK","Sayın Fatih Karaci / Kuveyt Türk - Trabzon Şubesi,

Çok gizli kategorisinde etiketlenen bu doküman 2026-01-07 10:50:11 tarihinde info@ajintgroup.com adresine göndermek istediniz. Bilgi güvenliği politikaları gereğince bu işlem engellenmiştir.

İş kapsamında gönderim işleminin yapılması gerekliyse BT Mercek Talep – Çağrı Oluştur ekranından “Yetki ve Erişim Talepleri > Veri Koruma Sistemi İstisna Tanımlama” kategorisinden çağrı oluşturabilirsiniz.

Kuveyt Türk Veri Güvenliği Ekibi


MÜŞTERİMİZİN İLGİLİ ADRESİNE GÖNDERMEK İSTEDİĞİMİZ DÖVİZ GELİR BEYAN FORMLARINI İLETMEMİZ İÇİN İSTİSNA TANIMLAMASINI RİCA EDERİZ.","2","4",18271,"hatasoy","2026-01-07 15:21:46.153","2026-01-07 15:22:01.423","2026-01-07 10:50:46.157","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz 5 dakika içerisinde karşıya iletilecektir. Tekrar göndermenize gerek yoktur.","hatasoy",NULL,NULL
1299069,"14",NULL,5768,"[Aciklama kismindaki sunuculariniz restart beklemektedir. En kısa zamanda planlı bir şekilde sunucuyu restart ediniz.]","[SPLDSCDB

SPLDSCAGENT02

SPLDSCAGENT03
]","2","3",5321,"scakici","2026-01-05 16:59:08.323","2026-01-08 10:13:22.657",NULL,"Restart edilecektir.","3","5","Restart edilecektir.","scakici",NULL,NULL
